fid,id,genus,name_german,name_original,treetop_diam,tree_height,year_of_planting,license,credits
"1","3182853",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","3","1985",Deutschland Namensnennung 2.0,Land Berlin
"2","3183009",Quercus,,Platanus acerifolia,"5","7","1993",Deutschland Namensnennung 2.0,Land Berlin
"3","3184423",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"4","3219510",Acer,Spitz-Ahorn,Acer platanoides,"5","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"5","3236935",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"8","12","1960",Deutschland Namensnennung 2.0,Land Berlin
"6","3237424",Acer,Spitz-Ahorn,Acer platanoides,"5","12","1972",Deutschland Namensnennung 2.0,Land Berlin
"7","3239672",Acer,Eschen-Ahorn,Acer negundo,"9","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"8","3241522",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"4","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"9","3243711",Betula,,Betula pendula,"10","17","1975",Deutschland Namensnennung 2.0,Land Berlin
"10","3243874",Acer,Eschen-Ahorn,Acer negundo,"9","9","1985",Deutschland Namensnennung 2.0,Land Berlin
"11","3244022",Corylus,Baum-Hasel,Corylus colurna,"6","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"12","3244187",Quercus,Rot-Eiche,Quercus rubra,"5","20","1978",Deutschland Namensnennung 2.0,Land Berlin
"13","3259224",Acer,Eschen-Ahorn,Acer negundo,"11","17","1950",Deutschland Namensnennung 2.0,Land Berlin
"14","3259389",Acer,Eschen-Ahorn,Acer negundo,"8","12","1956",Deutschland Namensnennung 2.0,Land Berlin
"15","3259798",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"4","7","2002",Deutschland Namensnennung 2.0,Land Berlin
"16","3260387",Gleditsia,Amerikanische Gleditschie,Gleditsia triacanthos,"5","17","1982",Deutschland Namensnennung 2.0,Land Berlin
"17","3260846",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"10","12","1960",Deutschland Namensnennung 2.0,Land Berlin
"18","3261004",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","7","1965",Deutschland Namensnennung 2.0,Land Berlin
"19","3261323",Acer,Eschen-Ahorn,Acer negundo,"5","12","1988",Deutschland Namensnennung 2.0,Land Berlin
"20","3261927",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"4","7","2002",Deutschland Namensnennung 2.0,Land Berlin
"21","3263127",Acer,Spitz-Ahorn,Acer platanoides,"5","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"22","3263130",Prunus,Traubenkirsche,Pinus strobus,"5","10","1992",Deutschland Namensnennung 2.0,Land Berlin
"23","3263736",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"9","17","1965",Deutschland Namensnennung 2.0,Land Berlin
"24","3264196",Corylus,Baum-Hasel,Corylus colurna,"5","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"25","3264360",Quercus,Rot-Eiche,Quercus rubra,"10","25","1975",Deutschland Namensnennung 2.0,Land Berlin
"26","3264427",Corylus,Baum-Hasel,Corylus colurna,"5","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"27","3264431",Corylus,Baum-Hasel,Corylus colurna,"5","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"28","3266232",Acer,Spitz-Ahorn,Acer platanoides,,"12","1998",Deutschland Namensnennung 2.0,Land Berlin
"29","3266244",Populus,Silber-Pappel 'Nivea',Populus alba 'Nivea',"6","15",,Deutschland Namensnennung 2.0,Land Berlin
"30","2819902",Acer,Spitz-Ahorn,Acer platanoides,,"17","1951",Deutschland Namensnennung 2.0,Land Berlin
"31","2877616",Populus,,Populus x canadensis Hybride,"8","17","1950",Deutschland Namensnennung 2.0,Land Berlin
"32","2877879",Populus,,Populus x canadensis Hybride,"5","20","1950",Deutschland Namensnennung 2.0,Land Berlin
"33","2877880",Populus,,Populus x canadensis Hybride,"10","22","1950",Deutschland Namensnennung 2.0,Land Berlin
"34","2878085",Acer,Berg-Ahorn,Acer pseudoplatanus,"4.5","12",,Deutschland Namensnennung 2.0,Land Berlin
"35","2878144",Quercus,Stiel-Eiche,Quercus robur,"4","12","1997",Deutschland Namensnennung 2.0,Land Berlin
"36","2878586",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"5","10","1990",Deutschland Namensnennung 2.0,Land Berlin
"37","2878942",Malus,Holz-Apfel,Pinus sylvestris,,"5",,Deutschland Namensnennung 2.0,Land Berlin
"38","2878943",Acer,Spitz-Ahorn,Acer platanoides,,"17",,Deutschland Namensnennung 2.0,Land Berlin
"39","2879201",Betula,,Betula pendula,"8","12","1995",Deutschland Namensnennung 2.0,Land Berlin
"40","2879487",Sorbus,Vogelbeere,Sorbus aucuparia,"2","3",,Deutschland Namensnennung 2.0,Land Berlin
"41","2879533",Betula,,Betula pendula,"5","17","1984",Deutschland Namensnennung 2.0,Land Berlin
"42","2880512",Ulmus,Berg-Ulme,Ulmus glabra,"5","17","1990",Deutschland Namensnennung 2.0,Land Berlin
"43","2880594",Tilia,Winter-Linde,Tilia cordata,"13","12",,Deutschland Namensnennung 2.0,Land Berlin
"44","2880595",Tilia,Sommer-Linde,Tilia platyphyllos,"14","30",,Deutschland Namensnennung 2.0,Land Berlin
"45","2880830",Populus,,Populus x canadensis Hybride,"15","35","1950",Deutschland Namensnennung 2.0,Land Berlin
"46","2880835",Populus,,Populus x canadensis Hybride,"15","35","1950",Deutschland Namensnennung 2.0,Land Berlin
"47","2880922",Salix,Silber-Weide,Salix alba,"6","12","1989",Deutschland Namensnennung 2.0,Land Berlin
"48","2880990",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"5","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"49","2880991",Tilia,,Tilia americana,"8","17","1974",Deutschland Namensnennung 2.0,Land Berlin
"50","2881182",Acer,Berg-Ahorn,Acer pseudoplatanus,"3.5","12",,Deutschland Namensnennung 2.0,Land Berlin
"51","2881183",Acer,Feld-Ahorn,Acer campestre,"3.5","7",,Deutschland Namensnennung 2.0,Land Berlin
"52","2901670",Populus,,Populus x canadensis Hybride,"5","20","1950",Deutschland Namensnennung 2.0,Land Berlin
"53","2901674",Acer,Feld-Ahorn,Acer campestre,"4","7","1993",Deutschland Namensnennung 2.0,Land Berlin
"54","2901718",Betula,,Betula pendula,"4.5","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"55","2903005",Prunus,Traubenkirsche,Pinus strobus,,"7",,Deutschland Namensnennung 2.0,Land Berlin
"56","2904071",Prunus,Traubenkirsche,Prunus padus,"4","3",,Deutschland Namensnennung 2.0,Land Berlin
"57","2904099",Prunus,,Prunus avium,"4","7","1989",Deutschland Namensnennung 2.0,Land Berlin
"58","2904689",Populus,,Populus x canadensis Hybride,"7","20","1950",Deutschland Namensnennung 2.0,Land Berlin
"59","2904927",Populus,,Populus x canadensis Hybride,"6","16","1950",Deutschland Namensnennung 2.0,Land Berlin
"60","2904929",Populus,Kanada-Pappel 'Robusta',Populus x canadensis 'Robusta',"4","17","1950",Deutschland Namensnennung 2.0,Land Berlin
"61","2904980",Gleditsia,Amerikanische Gleditschie,Gleditsia triacanthos,"5","17",,Deutschland Namensnennung 2.0,Land Berlin
"62","2905199",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"4","10","2003",Deutschland Namensnennung 2.0,Land Berlin
"63","2905503",Acer,Berg-Ahorn,Acer pseudoplatanus,"3","12",,Deutschland Namensnennung 2.0,Land Berlin
"64","2905508",Acer,Berg-Ahorn,Acer pseudoplatanus,,"17",,Deutschland Namensnennung 2.0,Land Berlin
"65","2905510",Quercus,Stiel-Eiche,Quercus robur,"5","17",,Deutschland Namensnennung 2.0,Land Berlin
"66","2858611",Ulmus,Flatter-Ulme,Ulmus laevis,,"12","1971",Deutschland Namensnennung 2.0,Land Berlin
"67","2865882",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"5","10","1990",Deutschland Namensnennung 2.0,Land Berlin
"68","2866882",Tilia,,Tilia americana,"6","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"69","2867916",Prunus,,Prunus avium,"6","7","1989",Deutschland Namensnennung 2.0,Land Berlin
"70","2867992",Tilia,,Tilia americana,"6","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"71","2868616",Castanea,Ess-Kastanie,Castanea sativa,"6","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"72","2868617",Castanea,Ess-Kastanie,Castanea sativa,"6","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"73","2903459",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"8","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"74","2903537",Acer,Feld-Ahorn,Acer campestre,"2","12",,Deutschland Namensnennung 2.0,Land Berlin
"75","2903660",Populus,Grau-Pappel,Populus canescens,"4","17","1950",Deutschland Namensnennung 2.0,Land Berlin
"76","2903716",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"5","7","1999",Deutschland Namensnennung 2.0,Land Berlin
"77","2903786",Acer,Berg-Ahorn,Acer pseudoplatanus,"2","7","2005",Deutschland Namensnennung 2.0,Land Berlin
"78","2904001",Tilia,,Tilia americana,"6","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"79","2904487",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"5","10","1990",Deutschland Namensnennung 2.0,Land Berlin
"80","2904488",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"5","10","1990",Deutschland Namensnennung 2.0,Land Berlin
"81","2904624",Acer,Spitz-Ahorn,Acer platanoides,"4.5","20",,Deutschland Namensnennung 2.0,Land Berlin
"82","2904928",Populus,Kanada-Pappel 'Robusta',Populus x canadensis 'Robusta',"4","17","1950",Deutschland Namensnennung 2.0,Land Berlin
"83","2905405",Acer,Spitz-Ahorn,Acer platanoides,"4","12",,Deutschland Namensnennung 2.0,Land Berlin
"84","2905500",Acer,Feld-Ahorn,Acer campestre,"6","10","1993",Deutschland Namensnennung 2.0,Land Berlin
"85","2905507",Acer,Berg-Ahorn,Acer pseudoplatanus,"3.5","7",,Deutschland Namensnennung 2.0,Land Berlin
"86","2905639",Acer,Berg-Ahorn,Acer pseudoplatanus,"7","17",,Deutschland Namensnennung 2.0,Land Berlin
"87","2905642",Acer,Berg-Ahorn,Acer pseudoplatanus,"3","7",,Deutschland Namensnennung 2.0,Land Berlin
"88","2866781",Malus,,Malus domestica,,"2","2017",Deutschland Namensnennung 2.0,Land Berlin
"89","2866782",Malus,,Malus domestica,,"3","2013",Deutschland Namensnennung 2.0,Land Berlin
"90","2877500",Malus,,Malus domestica,,"3","2013",Deutschland Namensnennung 2.0,Land Berlin
"91","2885321",Malus,,Malus domestica,,"3","2013",Deutschland Namensnennung 2.0,Land Berlin
"92","2894275",Malus,,Malus domestica,,"3","2013",Deutschland Namensnennung 2.0,Land Berlin
"93","2881665",Acer,Berg-Ahorn,Acer pseudoplatanus,,"7","1997",Deutschland Namensnennung 2.0,Land Berlin
"94","2881724",Acer,Feld-Ahorn,Acer campestre,"5","3",,Deutschland Namensnennung 2.0,Land Berlin
"95","2882292",Acer,Spitz-Ahorn,Acer platanoides,"8","17",,Deutschland Namensnennung 2.0,Land Berlin
"96","2882574",Acer,Spitz-Ahorn,Acer platanoides,"8","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"97","2882575",Populus,,Populus x canadensis Hybride,"15","45","1970",Deutschland Namensnennung 2.0,Land Berlin
"98","2882643",Acer,Eschen-Ahorn,Acer negundo,,"17",,Deutschland Namensnennung 2.0,Land Berlin
"99","2882878",Acer,Eschen-Ahorn,Acer negundo,"6","10",,Deutschland Namensnennung 2.0,Land Berlin
"100","2883150",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","7",,Deutschland Namensnennung 2.0,Land Berlin
"101","2883153",Acer,Spitz-Ahorn,Acer platanoides,"4","12",,Deutschland Namensnennung 2.0,Land Berlin
"102","2883714",Acer,Spitz-Ahorn,Acer platanoides,"4","12","1989",Deutschland Namensnennung 2.0,Land Berlin
"103","2883819",Tilia,,Tilia americana,"8","17","1974",Deutschland Namensnennung 2.0,Land Berlin
"104","2884343",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"5","10","1990",Deutschland Namensnennung 2.0,Land Berlin
"105","2884535",Populus,,Populus x canadensis Hybride,"5","20","1950",Deutschland Namensnennung 2.0,Land Berlin
"106","2884606",Acer,Spitz-Ahorn,Acer platanoides,"8","12","1965",Deutschland Namensnennung 2.0,Land Berlin
"107","2885083",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","12",,Deutschland Namensnennung 2.0,Land Berlin
"108","2885084",Quercus,Stiel-Eiche,Quercus robur,"5","12",,Deutschland Namensnennung 2.0,Land Berlin
"109","2885085",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","17",,Deutschland Namensnennung 2.0,Land Berlin
"110","2885126",Malus,Holz-Apfel,Malus sylvestris,"3","8","1996",Deutschland Namensnennung 2.0,Land Berlin
"111","2885525",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"10","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"112","2828952",Acer,Eschen-Ahorn,Acer negundo,,"7","1981",Deutschland Namensnennung 2.0,Land Berlin
"113","2832985",Acer,Spitz-Ahorn,Acer platanoides,,"7","1981",Deutschland Namensnennung 2.0,Land Berlin
"114","2595897",Salix,,Salix spec.,"3","12",,GeoNutzV,Land Berlin
"115","2595898",Salix,,Salix spec.,"3","12",,GeoNutzV,Land Berlin
"116","2564811",Quercus,Stiel-Eiche,Quercus robur,"9","11","1985",GeoNutzV,Land Berlin
"117","2564812",Quercus,Stiel-Eiche,Quercus robur,"4","9","1995",GeoNutzV,Land Berlin
"118","2564813",Quercus,Stiel-Eiche,Quercus robur,"3","7","1998",GeoNutzV,Land Berlin
"119","2564814",Quercus,Stiel-Eiche,Quercus robur,"5","9","1998",GeoNutzV,Land Berlin
"120","2564815",Quercus,Stiel-Eiche,Quercus robur,"2","8","1998",GeoNutzV,Land Berlin
"121","2564816",Quercus,Stiel-Eiche,Quercus robur,"10","9","1890",GeoNutzV,Land Berlin
"122","2564817",Quercus,Stiel-Eiche,Quercus robur,"4","6","1995",GeoNutzV,Land Berlin
"123","2564818",Quercus,Stiel-Eiche,Quercus robur,"4","4","1995",GeoNutzV,Land Berlin
"124","2564819",Quercus,Stiel-Eiche,Quercus robur,"8","10","1990",GeoNutzV,Land Berlin
"125","2564820",Quercus,Stiel-Eiche,Quercus robur,"4","5","1990",GeoNutzV,Land Berlin
"126","2564821",Quercus,Stiel-Eiche,Quercus robur,"6","5","1995",GeoNutzV,Land Berlin
"127","2564822",Quercus,Stiel-Eiche,Quercus robur,"8","10","1990",GeoNutzV,Land Berlin
"128","2564823",Quercus,Stiel-Eiche,Quercus robur,"6","9","1990",GeoNutzV,Land Berlin
"129","2564824",Quercus,Stiel-Eiche,Quercus robur,"5","8","1995",GeoNutzV,Land Berlin
"130","2564971",Quercus,Stiel-Eiche,Quercus robur,"10","15",,GeoNutzV,Land Berlin
"131","2564972",Quercus,Stiel-Eiche,Quercus robur,"7","8",,GeoNutzV,Land Berlin
"132","2595899",Salix,,Salix spec.,"3","12",,GeoNutzV,Land Berlin
"133","2565106",Acer,Spitz-Ahorn,Acer platanoides,"4","8",,GeoNutzV,Land Berlin
"134","2595900",Salix,,Salix spec.,"3","12",,GeoNutzV,Land Berlin
"135","2565277",Salix,,Salix spec.,"5","6",,GeoNutzV,Land Berlin
"136","2565278",Salix,,Salix spec.,"3","5",,GeoNutzV,Land Berlin
"137","2565279",Salix,,Salix spec.,"6","6",,GeoNutzV,Land Berlin
"138","2565280",Prunus,,Prunus avium,"6","13","1975",GeoNutzV,Land Berlin
"139","2565281",Prunus,,Prunus domestica,"5","9","1985",GeoNutzV,Land Berlin
"140","2565282",Prunus,,Prunus domestica,"3","7","1985",GeoNutzV,Land Berlin
"141","2565283",Prunus,,Prunus domestica,"3","7",,GeoNutzV,Land Berlin
"142","2565284",Prunus,,Prunus domestica,"2","8","1985",GeoNutzV,Land Berlin
"143","2565285",Prunus,,Prunus domestica,"4","9","1980",GeoNutzV,Land Berlin
"144","2565286",Prunus,,Prunus domestica,"4","8","1980",GeoNutzV,Land Berlin
"145","2565287",Prunus,,Prunus domestica,"4","7","1980",GeoNutzV,Land Berlin
"146","2565288",Prunus,,Prunus domestica,"4","7","1980",GeoNutzV,Land Berlin
"147","2565289",Prunus,,Prunus domestica,"4","7","1980",GeoNutzV,Land Berlin
"148","2565290",Prunus,,Prunus domestica,"4","7","1980",GeoNutzV,Land Berlin
"149","2565291",Prunus,,Prunus domestica,"3","7","1980",GeoNutzV,Land Berlin
"150","2565292",Prunus,,Prunus domestica,"5","8","1980",GeoNutzV,Land Berlin
"151","2565293",Prunus,,Prunus domestica,"4","8","1980",GeoNutzV,Land Berlin
"152","2565294",Prunus,,Prunus domestica,"4","8","1980",GeoNutzV,Land Berlin
"153","2565295",Prunus,,Prunus domestica,"4","7","1980",GeoNutzV,Land Berlin
"154","2565296",Salix,,Salix fragilis,"8","9","1975",GeoNutzV,Land Berlin
"155","2565297",Salix,,Salix fragilis,"4","3","1975",GeoNutzV,Land Berlin
"156","2565298",Salix,,Salix fragilis,"4","3","1975",GeoNutzV,Land Berlin
"157","2565299",Malus,Holz-Apfel,Pinus sylvestris,"7","9",,GeoNutzV,Land Berlin
"158","2565300",Arbutus,,Pseudotsuga menziesii,"6","8","1980",GeoNutzV,Land Berlin
"159","2565301",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","11","1985",GeoNutzV,Land Berlin
"160","2565302",Salix,,Salix spec.,"4","5",,GeoNutzV,Land Berlin
"161","2565303",Piper,,Picea abies,"3","5",,GeoNutzV,Land Berlin
"162","2565304",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","11","1985",GeoNutzV,Land Berlin
"163","2565305",Acer,Berg-Ahorn,Acer pseudoplatanus,"3","5","1985",GeoNutzV,Land Berlin
"164","2565306",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","12","1980",GeoNutzV,Land Berlin
"165","2565307",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","12","1980",GeoNutzV,Land Berlin
"166","2565308",Acer,Berg-Ahorn,Acer pseudoplatanus,"2","7",,GeoNutzV,Land Berlin
"167","2565309",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"7","13","1950",GeoNutzV,Land Berlin
"168","2565310",Acer,Eschen-Ahorn,Acer negundo,"9","14","1985",GeoNutzV,Land Berlin
"169","2565311",Acer,Eschen-Ahorn,Acer negundo,"3","4","1985",GeoNutzV,Land Berlin
"170","2565312",Acer,Eschen-Ahorn,Acer negundo,"4","5","1985",GeoNutzV,Land Berlin
"171","2565313",Acer,Eschen-Ahorn,Acer negundo,"6","13","1985",GeoNutzV,Land Berlin
"172","2565314",Acer,Eschen-Ahorn,Acer negundo,"5","8",,GeoNutzV,Land Berlin
"173","2565315",Acer,Eschen-Ahorn,Acer negundo,"6","12","1980",GeoNutzV,Land Berlin
"174","2565316",Acer,Eschen-Ahorn,Acer negundo,"4","12",,GeoNutzV,Land Berlin
"175","2565317",Acer,Eschen-Ahorn,Acer negundo,"5","10","1985",GeoNutzV,Land Berlin
"176","2565318",Acer,Eschen-Ahorn,Acer negundo,"8","14","1985",GeoNutzV,Land Berlin
"177","2565319",Acer,Eschen-Ahorn,Acer negundo,"4","7",,GeoNutzV,Land Berlin
"178","2565320",Acer,Berg-Ahorn,Acer pseudoplatanus,"3","12","1985",GeoNutzV,Land Berlin
"179","2565321",Acer,Berg-Ahorn,Acer pseudoplatanus,"2","10","1985",GeoNutzV,Land Berlin
"180","2565322",Acer,Eschen-Ahorn,Acer negundo,"8","12","1985",GeoNutzV,Land Berlin
"181","2565323",Acer,Eschen-Ahorn,Acer negundo,"6","10","1985",GeoNutzV,Land Berlin
"182","2565324",Acer,Eschen-Ahorn,Acer negundo,"11","13","1980",GeoNutzV,Land Berlin
"183","2565325",Acer,Eschen-Ahorn,Acer negundo,"2","6","1980",GeoNutzV,Land Berlin
"184","2595901",Salix,,Salix spec.,"4","12",,GeoNutzV,Land Berlin
"185","2565326",Acer,Eschen-Ahorn,Acer negundo,"7","16","1980",GeoNutzV,Land Berlin
"186","2565327",Acer,Eschen-Ahorn,Acer negundo,"4","10","1985",GeoNutzV,Land Berlin
"187","2565328",Betula,,Betula pendula,"4","18","1980",GeoNutzV,Land Berlin
"188","2565329",Acer,Eschen-Ahorn,Acer negundo,"4","7","1985",GeoNutzV,Land Berlin
"189","2565330",Acer,Eschen-Ahorn,Acer negundo,"3","6",,GeoNutzV,Land Berlin
"190","2565331",Acer,Eschen-Ahorn,Acer negundo,"6","12","1980",GeoNutzV,Land Berlin
"191","2565332",Acer,Eschen-Ahorn,Acer negundo,"7","15","1980",GeoNutzV,Land Berlin
"192","2565333",Betula,,Betula pendula,"5","19","1980",GeoNutzV,Land Berlin
"193","2565334",Betula,,Betula pendula,"4","17",,GeoNutzV,Land Berlin
"194","2565335",Acer,Eschen-Ahorn,Acer negundo,"6","8","1980",GeoNutzV,Land Berlin
